pkey,pkey_cat,icd9_code,icd10_code,flags
V5415-S72432D,icd9-icd10,V5415,S72432D,10000
V5415-S72433D,icd9-icd10,V5415,S72433D,10000
V5415-S72434D,icd9-icd10,V5415,S72434D,10000
V5415-S72435D,icd9-icd10,V5415,S72435D,10000
V5415-S72436D,icd9-icd10,V5415,S72436D,10000
V5415-S72441D,icd9-icd10,V5415,S72441D,10000
V5415-S72442D,icd9-icd10,V5415,S72442D,10000
V5415-S72443D,icd9-icd10,V5415,S72443D,10000
V5415-S72443E,icd9-icd10,V5415,S72443E,10000
V5415-S72444D,icd9-icd10,V5415,S72444D,10000
V5415-S72445D,icd9-icd10,V5415,S72445D,10000
V5415-S72446D,icd9-icd10,V5415,S72446D,10000
V5415-S72446E,icd9-icd10,V5415,S72446E,10000
V5415-S72451D,icd9-icd10,V5415,S72451D,10000
V5415-S72452D,icd9-icd10,V5415,S72452D,10000
V5415-S72453D,icd9-icd10,V5415,S72453D,10000
V5415-S72453E,icd9-icd10,V5415,S72453E,10000
V5415-S72454D,icd9-icd10,V5415,S72454D,10000
V5415-S72455D,icd9-icd10,V5415,S72455D,10000
V5415-S72456D,icd9-icd10,V5415,S72456D,10000
V5415-S72456E,icd9-icd10,V5415,S72456E,10000
V5415-S72461D,icd9-icd10,V5415,S72461D,10000
V5415-S72462D,icd9-icd10,V5415,S72462D,10000
V5415-S72463D,icd9-icd10,V5415,S72463D,10000
V5415-S72463E,icd9-icd10,V5415,S72463E,10000
V5415-S72464D,icd9-icd10,V5415,S72464D,10000
V5415-S72465D,icd9-icd10,V5415,S72465D,10000
V5415-S72466D,icd9-icd10,V5415,S72466D,10000
V5415-S72466E,icd9-icd10,V5415,S72466E,10000
V5415-S72471D,icd9-icd10,V5415,S72471D,10000
V5415-S72472D,icd9-icd10,V5415,S72472D,10000
V5415-S72479D,icd9-icd10,V5415,S72479D,10000
V5415-S72491D,icd9-icd10,V5415,S72491D,10000
V5415-S72492D,icd9-icd10,V5415,S72492D,10000
V5415-S72499D,icd9-icd10,V5415,S72499D,10000
V5415-S72499E,icd9-icd10,V5415,S72499E,10000
V5415-S728X1D,icd9-icd10,V5415,S728X1D,10000
V5415-S728X2D,icd9-icd10,V5415,S728X2D,10000
V5415-S728X9D,icd9-icd10,V5415,S728X9D,10000
V5415-S7290XD,icd9-icd10,V5415,S7290XD,10000
V5415-S7290XE,icd9-icd10,V5415,S7290XE,10000
V5415-S7291XD,icd9-icd10,V5415,S7291XD,10000
V5415-S7292XD,icd9-icd10,V5415,S7292XD,10000
V5415-S79001D,icd9-icd10,V5415,S79001D,10000
V5415-S79002D,icd9-icd10,V5415,S79002D,10000
V5415-S79009D,icd9-icd10,V5415,S79009D,10000
V5415-S79011D,icd9-icd10,V5415,S79011D,10000
V5415-S79012D,icd9-icd10,V5415,S79012D,10000
V5415-S79019D,icd9-icd10,V5415,S79019D,10000
V5415-S79091D,icd9-icd10,V5415,S79091D,10000
V5415-S79092D,icd9-icd10,V5415,S79092D,10000
V5415-S79099D,icd9-icd10,V5415,S79099D,10000
V5415-S79101D,icd9-icd10,V5415,S79101D,10000
V5415-S79102D,icd9-icd10,V5415,S79102D,10000
V5415-S79109D,icd9-icd10,V5415,S79109D,10000
V5415-S79111D,icd9-icd10,V5415,S79111D,10000
V5415-S79112D,icd9-icd10,V5415,S79112D,10000
V5415-S79119D,icd9-icd10,V5415,S79119D,10000
V5415-S79121D,icd9-icd10,V5415,S79121D,10000
V5415-S79122D,icd9-icd10,V5415,S79122D,10000
V5415-S79129D,icd9-icd10,V5415,S79129D,10000
V5415-S79131D,icd9-icd10,V5415,S79131D,10000
V5415-S79132D,icd9-icd10,V5415,S79132D,10000
V5415-S79139D,icd9-icd10,V5415,S79139D,10000
V5415-S79141D,icd9-icd10,V5415,S79141D,10000
V5415-S79142D,icd9-icd10,V5415,S79142D,10000
V5415-S79149D,icd9-icd10,V5415,S79149D,10000
V5415-S79191D,icd9-icd10,V5415,S79191D,10000
V5415-S79192D,icd9-icd10,V5415,S79192D,10000
V5415-S79199D,icd9-icd10,V5415,S79199D,10000
V5416-S82001D,icd9-icd10,V5416,S82001D,10000
V5416-S82002D,icd9-icd10,V5416,S82002D,10000
V5416-S82009D,icd9-icd10,V5416,S82009D,10000
V5416-S82009E,icd9-icd10,V5416,S82009E,10000
V5416-S82011D,icd9-icd10,V5416,S82011D,10000
V5416-S82012D,icd9-icd10,V5416,S82012D,10000
V5416-S82013D,icd9-icd10,V5416,S82013D,10000
V5416-S82014D,icd9-icd10,V5416,S82014D,10000
V5416-S82015D,icd9-icd10,V5416,S82015D,10000
V5416-S82016D,icd9-icd10,V5416,S82016D,10000
V5416-S82021D,icd9-icd10,V5416,S82021D,10000
V5416-S82022D,icd9-icd10,V5416,S82022D,10000
V5416-S82023D,icd9-icd10,V5416,S82023D,10000
V5416-S82024D,icd9-icd10,V5416,S82024D,10000
V5416-S82025D,icd9-icd10,V5416,S82025D,10000
V5416-S82026D,icd9-icd10,V5416,S82026D,10000
V5416-S82031D,icd9-icd10,V5416,S82031D,10000
V5416-S82032D,icd9-icd10,V5416,S82032D,10000
V5416-S82033D,icd9-icd10,V5416,S82033D,10000
V5416-S82034D,icd9-icd10,V5416,S82034D,10000
V5416-S82035D,icd9-icd10,V5416,S82035D,10000
V5416-S82036D,icd9-icd10,V5416,S82036D,10000
V5416-S82041D,icd9-icd10,V5416,S82041D,10000
V5416-S82042D,icd9-icd10,V5416,S82042D,10000
V5416-S82043D,icd9-icd10,V5416,S82043D,10000
V5416-S82044D,icd9-icd10,V5416,S82044D,10000
V5416-S82045D,icd9-icd10,V5416,S82045D,10000
V5416-S82046D,icd9-icd10,V5416,S82046D,10000
V5416-S82091D,icd9-icd10,V5416,S82091D,10000
V5416-S82092D,icd9-icd10,V5416,S82092D,10000
V5416-S82099D,icd9-icd10,V5416,S82099D,10000
V5416-S82101D,icd9-icd10,V5416,S82101D,10000
V5416-S82102D,icd9-icd10,V5416,S82102D,10000
V5416-S82109D,icd9-icd10,V5416,S82109D,10000
V5416-S82109E,icd9-icd10,V5416,S82109E,10000
V5416-S82111D,icd9-icd10,V5416,S82111D,10000
V5416-S82112D,icd9-icd10,V5416,S82112D,10000
V5416-S82113D,icd9-icd10,V5416,S82113D,10000
V5416-S82114D,icd9-icd10,V5416,S82114D,10000
V5416-S82115D,icd9-icd10,V5416,S82115D,10000
V5416-S82116D,icd9-icd10,V5416,S82116D,10000
V5416-S82121D,icd9-icd10,V5416,S82121D,10000
V5416-S82122D,icd9-icd10,V5416,S82122D,10000
V5416-S82123D,icd9-icd10,V5416,S82123D,10000
V5416-S82124D,icd9-icd10,V5416,S82124D,10000
V5416-S82125D,icd9-icd10,V5416,S82125D,10000
V5416-S82126D,icd9-icd10,V5416,S82126D,10000
V5416-S82131D,icd9-icd10,V5416,S82131D,10000
V5416-S82132D,icd9-icd10,V5416,S82132D,10000
V5416-S82133D,icd9-icd10,V5416,S82133D,10000
V5416-S82134D,icd9-icd10,V5416,S82134D,10000
V5416-S82135D,icd9-icd10,V5416,S82135D,10000
V5416-S82136D,icd9-icd10,V5416,S82136D,10000
V5416-S82141D,icd9-icd10,V5416,S82141D,10000
V5416-S82142D,icd9-icd10,V5416,S82142D,10000
V5416-S82143D,icd9-icd10,V5416,S82143D,10000
V5416-S82144D,icd9-icd10,V5416,S82144D,10000
V5416-S82145D,icd9-icd10,V5416,S82145D,10000
V5416-S82146D,icd9-icd10,V5416,S82146D,10000
V5416-S82151D,icd9-icd10,V5416,S82151D,10000
V5416-S82152D,icd9-icd10,V5416,S82152D,10000
V5416-S82153D,icd9-icd10,V5416,S82153D,10000
V5416-S82154D,icd9-icd10,V5416,S82154D,10000
V5416-S82155D,icd9-icd10,V5416,S82155D,10000
V5416-S82156D,icd9-icd10,V5416,S82156D,10000
V5416-S82161D,icd9-icd10,V5416,S82161D,10000
V5416-S82162D,icd9-icd10,V5416,S82162D,10000
V5416-S82169D,icd9-icd10,V5416,S82169D,10000
V5416-S82191D,icd9-icd10,V5416,S82191D,10000
V5416-S82192D,icd9-icd10,V5416,S82192D,10000
V5416-S82199D,icd9-icd10,V5416,S82199D,10000
V5416-S82201D,icd9-icd10,V5416,S82201D,10000
V5416-S82202D,icd9-icd10,V5416,S82202D,10000
V5416-S82209D,icd9-icd10,V5416,S82209D,10000
V5416-S82209E,icd9-icd10,V5416,S82209E,10000
V5416-S82221D,icd9-icd10,V5416,S82221D,10000
V5416-S82222D,icd9-icd10,V5416,S82222D,10000
V5416-S82223D,icd9-icd10,V5416,S82223D,10000
V5416-S82224D,icd9-icd10,V5416,S82224D,10000
V5416-S82225D,icd9-icd10,V5416,S82225D,10000
V5416-S82226D,icd9-icd10,V5416,S82226D,10000
V5416-S82231D,icd9-icd10,V5416,S82231D,10000
V5416-S82232D,icd9-icd10,V5416,S82232D,10000
V5416-S82233D,icd9-icd10,V5416,S82233D,10000
V5416-S82234D,icd9-icd10,V5416,S82234D,10000
V5416-S82235D,icd9-icd10,V5416,S82235D,10000
V5416-S82236D,icd9-icd10,V5416,S82236D,10000
V5416-S82241D,icd9-icd10,V5416,S82241D,10000
V5416-S82242D,icd9-icd10,V5416,S82242D,10000
V5416-S82243D,icd9-icd10,V5416,S82243D,10000
V5416-S82244D,icd9-icd10,V5416,S82244D,10000
V5416-S82245D,icd9-icd10,V5416,S82245D,10000
V5416-S82246D,icd9-icd10,V5416,S82246D,10000
V5416-S82251D,icd9-icd10,V5416,S82251D,10000
V5416-S82252D,icd9-icd10,V5416,S82252D,10000
V5416-S82253D,icd9-icd10,V5416,S82253D,10000
V5416-S82254D,icd9-icd10,V5416,S82254D,10000
V5416-S82255D,icd9-icd10,V5416,S82255D,10000
V5416-S82256D,icd9-icd10,V5416,S82256D,10000
V5416-S82261D,icd9-icd10,V5416,S82261D,10000
V5416-S82262D,icd9-icd10,V5416,S82262D,10000
V5416-S82263D,icd9-icd10,V5416,S82263D,10000
V5416-S82264D,icd9-icd10,V5416,S82264D,10000
V5416-S82265D,icd9-icd10,V5416,S82265D,10000
V5416-S82266D,icd9-icd10,V5416,S82266D,10000
V5416-S82291D,icd9-icd10,V5416,S82291D,10000
V5416-S82292D,icd9-icd10,V5416,S82292D,10000
V5416-S82299D,icd9-icd10,V5416,S82299D,10000
V5416-S82301D,icd9-icd10,V5416,S82301D,10000
V5416-S82302D,icd9-icd10,V5416,S82302D,10000
V5416-S82309D,icd9-icd10,V5416,S82309D,10000
V5416-S82309E,icd9-icd10,V5416,S82309E,10000
V5416-S82311D,icd9-icd10,V5416,S82311D,10000
V5416-S82312D,icd9-icd10,V5416,S82312D,10000
V5416-S82319D,icd9-icd10,V5416,S82319D,10000
V5416-S82391D,icd9-icd10,V5416,S82391D,10000
V5416-S82392D,icd9-icd10,V5416,S82392D,10000
V5416-S82399D,icd9-icd10,V5416,S82399D,10000
V5416-S82401D,icd9-icd10,V5416,S82401D,10000
V5416-S82402D,icd9-icd10,V5416,S82402D,10000
V5416-S82409D,icd9-icd10,V5416,S82409D,10000
V5416-S82409E,icd9-icd10,V5416,S82409E,10000
V5416-S82421D,icd9-icd10,V5416,S82421D,10000
V5416-S82422D,icd9-icd10,V5416,S82422D,10000
V5416-S82423D,icd9-icd10,V5416,S82423D,10000
V5416-S82424D,icd9-icd10,V5416,S82424D,10000
V5416-S82425D,icd9-icd10,V5416,S82425D,10000
V5416-S82426D,icd9-icd10,V5416,S82426D,10000
V5416-S82431D,icd9-icd10,V5416,S82431D,10000
V5416-S82432D,icd9-icd10,V5416,S82432D,10000
V5416-S82433D,icd9-icd10,V5416,S82433D,10000
V5416-S82434D,icd9-icd10,V5416,S82434D,10000
V5416-S82435D,icd9-icd10,V5416,S82435D,10000
V5416-S82436D,icd9-icd10,V5416,S82436D,10000
V5416-S82441D,icd9-icd10,V5416,S82441D,10000
V5416-S82442D,icd9-icd10,V5416,S82442D,10000
V5416-S82443D,icd9-icd10,V5416,S82443D,10000
V5416-S82444D,icd9-icd10,V5416,S82444D,10000
V5416-S82445D,icd9-icd10,V5416,S82445D,10000
V5416-S82446D,icd9-icd10,V5416,S82446D,10000
V5416-S82451D,icd9-icd10,V5416,S82451D,10000
V5416-S82452D,icd9-icd10,V5416,S82452D,10000
V5416-S82453D,icd9-icd10,V5416,S82453D,10000
V5416-S82454D,icd9-icd10,V5416,S82454D,10000
V5416-S82455D,icd9-icd10,V5416,S82455D,10000
V5416-S82456D,icd9-icd10,V5416,S82456D,10000
V5416-S82461D,icd9-icd10,V5416,S82461D,10000
V5416-S82462D,icd9-icd10,V5416,S82462D,10000
V5416-S82463D,icd9-icd10,V5416,S82463D,10000
V5416-S82464D,icd9-icd10,V5416,S82464D,10000
V5416-S82465D,icd9-icd10,V5416,S82465D,10000
V5416-S82466D,icd9-icd10,V5416,S82466D,10000
V5416-S82491D,icd9-icd10,V5416,S82491D,10000
V5416-S82492D,icd9-icd10,V5416,S82492D,10000
V5416-S82499D,icd9-icd10,V5416,S82499D,10000
V5416-S8251XD,icd9-icd10,V5416,S8251XD,10000
V5416-S8252XD,icd9-icd10,V5416,S8252XD,10000
V5416-S8253XD,icd9-icd10,V5416,S8253XD,10000
V5416-S8253XE,icd9-icd10,V5416,S8253XE,10000
V5416-S8254XD,icd9-icd10,V5416,S8254XD,10000
V5416-S8255XD,icd9-icd10,V5416,S8255XD,10000
V5416-S8256XD,icd9-icd10,V5416,S8256XD,10000
V5416-S8256XE,icd9-icd10,V5416,S8256XE,10000
V5416-S8261XD,icd9-icd10,V5416,S8261XD,10000
V5416-S8262XD,icd9-icd10,V5416,S8262XD,10000
V5416-S8263XD,icd9-icd10,V5416,S8263XD,10000
V5416-S8263XE,icd9-icd10,V5416,S8263XE,10000
V5416-S8264XD,icd9-icd10,V5416,S8264XD,10000
V5416-S8265XD,icd9-icd10,V5416,S8265XD,10000
V5416-S8266XD,icd9-icd10,V5416,S8266XD,10000
V5416-S8266XE,icd9-icd10,V5416,S8266XE,10000
V5416-S82811D,icd9-icd10,V5416,S82811D,10000
V5416-S82812D,icd9-icd10,V5416,S82812D,10000
V5416-S82819D,icd9-icd10,V5416,S82819D,10000
V5416-S82821D,icd9-icd10,V5416,S82821D,10000
V5416-S82822D,icd9-icd10,V5416,S82822D,10000
V5416-S82829D,icd9-icd10,V5416,S82829D,10000
V5416-S82831D,icd9-icd10,V5416,S82831D,10000
V5416-S82832D,icd9-icd10,V5416,S82832D,10000
V5416-S82839D,icd9-icd10,V5416,S82839D,10000
V5416-S82839E,icd9-icd10,V5416,S82839E,10000
V5416-S82841D,icd9-icd10,V5416,S82841D,10000
V5416-S82842D,icd9-icd10,V5416,S82842D,10000
V5416-S82843D,icd9-icd10,V5416,S82843D,10000
V5416-S82843E,icd9-icd10,V5416,S82843E,10000
V5416-S82844D,icd9-icd10,V5416,S82844D,10000
V5416-S82845D,icd9-icd10,V5416,S82845D,10000
V5416-S82846D,icd9-icd10,V5416,S82846D,10000
V5416-S82846E,icd9-icd10,V5416,S82846E,10000
V5416-S82851D,icd9-icd10,V5416,S82851D,10000
V5416-S82852D,icd9-icd10,V5416,S82852D,10000
V5416-S82853D,icd9-icd10,V5416,S82853D,10000
V5416-S82853E,icd9-icd10,V5416,S82853E,10000
V5416-S82854D,icd9-icd10,V5416,S82854D,10000
V5416-S82855D,icd9-icd10,V5416,S82855D,10000
V5416-S82856D,icd9-icd10,V5416,S82856D,10000
V5416-S82856E,icd9-icd10,V5416,S82856E,10000
V5416-S82861D,icd9-icd10,V5416,S82861D,10000
V5416-S82862D,icd9-icd10,V5416,S82862D,10000
V5416-S82863D,icd9-icd10,V5416,S82863D,10000
V5416-S82864D,icd9-icd10,V5416,S82864D,10000
V5416-S82865D,icd9-icd10,V5416,S82865D,10000
V5416-S82866D,icd9-icd10,V5416,S82866D,10000
V5416-S82871D,icd9-icd10,V5416,S82871D,10000
V5416-S82872D,icd9-icd10,V5416,S82872D,10000
V5416-S82873D,icd9-icd10,V5416,S82873D,10000
V5416-S82874D,icd9-icd10,V5416,S82874D,10000
V5416-S82875D,icd9-icd10,V5416,S82875D,10000
V5416-S82876D,icd9-icd10,V5416,S82876D,10000
V5416-S82891D,icd9-icd10,V5416,S82891D,10000
V5416-S82892D,icd9-icd10,V5416,S82892D,10000
V5416-S82899D,icd9-icd10,V5416,S82899D,10000
V5416-S8290XD,icd9-icd10,V5416,S8290XD,10000
V5416-S8290XE,icd9-icd10,V5416,S8290XE,10000
V5416-S8291XD,icd9-icd10,V5416,S8291XD,10000
V5416-S8292XD,icd9-icd10,V5416,S8292XD,10000
V5416-S89001D,icd9-icd10,V5416,S89001D,10000
V5416-S89002D,icd9-icd10,V5416,S89002D,10000
V5416-S89009D,icd9-icd10,V5416,S89009D,10000
V5416-S89011D,icd9-icd10,V5416,S89011D,10000
V5416-S89012D,icd9-icd10,V5416,S89012D,10000
V5416-S89019D,icd9-icd10,V5416,S89019D,10000
V5416-S89021D,icd9-icd10,V5416,S89021D,10000
V5416-S89022D,icd9-icd10,V5416,S89022D,10000
V5416-S89029D,icd9-icd10,V5416,S89029D,10000
V5416-S89031D,icd9-icd10,V5416,S89031D,10000
V5416-S89032D,icd9-icd10,V5416,S89032D,10000
V5416-S89039D,icd9-icd10,V5416,S89039D,10000
V5416-S89041D,icd9-icd10,V5416,S89041D,10000
V5416-S89042D,icd9-icd10,V5416,S89042D,10000
V5416-S89049D,icd9-icd10,V5416,S89049D,10000
V5416-S89091D,icd9-icd10,V5416,S89091D,10000
V5416-S89092D,icd9-icd10,V5416,S89092D,10000
V5416-S89099D,icd9-icd10,V5416,S89099D,10000
V5416-S89101D,icd9-icd10,V5416,S89101D,10000
V5416-S89102D,icd9-icd10,V5416,S89102D,10000
V5416-S89109D,icd9-icd10,V5416,S89109D,10000
V5416-S89111D,icd9-icd10,V5416,S89111D,10000
V5416-S89112D,icd9-icd10,V5416,S89112D,10000
V5416-S89119D,icd9-icd10,V5416,S89119D,10000
V5416-S89121D,icd9-icd10,V5416,S89121D,10000
V5416-S89122D,icd9-icd10,V5416,S89122D,10000
V5416-S89129D,icd9-icd10,V5416,S89129D,10000
V5416-S89131D,icd9-icd10,V5416,S89131D,10000
V5416-S89132D,icd9-icd10,V5416,S89132D,10000
V5416-S89139D,icd9-icd10,V5416,S89139D,10000
V5416-S89141D,icd9-icd10,V5416,S89141D,10000
V5416-S89142D,icd9-icd10,V5416,S89142D,10000
V5416-S89149D,icd9-icd10,V5416,S89149D,10000
V5416-S89191D,icd9-icd10,V5416,S89191D,10000
V5416-S89192D,icd9-icd10,V5416,S89192D,10000
V5416-S89199D,icd9-icd10,V5416,S89199D,10000
V5416-S89201D,icd9-icd10,V5416,S89201D,10000
V5416-S89202D,icd9-icd10,V5416,S89202D,10000
V5416-S89209D,icd9-icd10,V5416,S89209D,10000
V5416-S89211D,icd9-icd10,V5416,S89211D,10000
V5416-S89212D,icd9-icd10,V5416,S89212D,10000
V5416-S89219D,icd9-icd10,V5416,S89219D,10000
V5416-S89221D,icd9-icd10,V5416,S89221D,10000
V5416-S89222D,icd9-icd10,V5416,S89222D,10000
V5416-S89229D,icd9-icd10,V5416,S89229D,10000
V5416-S89291D,icd9-icd10,V5416,S89291D,10000
V5416-S89292D,icd9-icd10,V5416,S89292D,10000
V5416-S89299D,icd9-icd10,V5416,S89299D,10000
V5416-S89301D,icd9-icd10,V5416,S89301D,10000
V5416-S89302D,icd9-icd10,V5416,S89302D,10000
V5416-S89309D,icd9-icd10,V5416,S89309D,10000
V5416-S89311D,icd9-icd10,V5416,S89311D,10000
V5416-S89312D,icd9-icd10,V5416,S89312D,10000
V5416-S89319D,icd9-icd10,V5416,S89319D,10000
V5416-S89321D,icd9-icd10,V5416,S89321D,10000
V5416-S89322D,icd9-icd10,V5416,S89322D,10000
V5416-S89329D,icd9-icd10,V5416,S89329D,10000
V5416-S89391D,icd9-icd10,V5416,S89391D,10000
V5416-S89392D,icd9-icd10,V5416,S89392D,10000
V5416-S89399D,icd9-icd10,V5416,S89399D,10000
V5416-S92001D,icd9-icd10,V5416,S92001D,10000
V5416-S92002D,icd9-icd10,V5416,S92002D,10000
V5416-S92009D,icd9-icd10,V5416,S92009D,10000
V5416-S92011D,icd9-icd10,V5416,S92011D,10000
V5416-S92012D,icd9-icd10,V5416,S92012D,10000
V5416-S92013D,icd9-icd10,V5416,S92013D,10000
V5416-S92014D,icd9-icd10,V5416,S92014D,10000
V5416-S92015D,icd9-icd10,V5416,S92015D,10000
V5416-S92016D,icd9-icd10,V5416,S92016D,10000
V5416-S92021D,icd9-icd10,V5416,S92021D,10000
V5416-S92022D,icd9-icd10,V5416,S92022D,10000
V5416-S92023D,icd9-icd10,V5416,S92023D,10000
V5416-S92024D,icd9-icd10,V5416,S92024D,10000
V5416-S92025D,icd9-icd10,V5416,S92025D,10000
V5416-S92026D,icd9-icd10,V5416,S92026D,10000
V5416-S92031D,icd9-icd10,V5416,S92031D,10000
V5416-S92032D,icd9-icd10,V5416,S92032D,10000
V5416-S92033D,icd9-icd10,V5416,S92033D,10000
V5416-S92034D,icd9-icd10,V5416,S92034D,10000
V5416-S92035D,icd9-icd10,V5416,S92035D,10000
V5416-S92036D,icd9-icd10,V5416,S92036D,10000
V5416-S92041D,icd9-icd10,V5416,S92041D,10000
V5416-S92042D,icd9-icd10,V5416,S92042D,10000
V5416-S92043D,icd9-icd10,V5416,S92043D,10000
V5416-S92044D,icd9-icd10,V5416,S92044D,10000
V5416-S92045D,icd9-icd10,V5416,S92045D,10000
V5416-S92046D,icd9-icd10,V5416,S92046D,10000
V5416-S92051D,icd9-icd10,V5416,S92051D,10000
V5416-S92052D,icd9-icd10,V5416,S92052D,10000
V5416-S92053D,icd9-icd10,V5416,S92053D,10000
V5416-S92054D,icd9-icd10,V5416,S92054D,10000
V5416-S92055D,icd9-icd10,V5416,S92055D,10000
V5416-S92056D,icd9-icd10,V5416,S92056D,10000
V5416-S92061D,icd9-icd10,V5416,S92061D,10000
V5416-S92062D,icd9-icd10,V5416,S92062D,10000
V5416-S92063D,icd9-icd10,V5416,S92063D,10000
V5416-S92064D,icd9-icd10,V5416,S92064D,10000
V5416-S92065D,icd9-icd10,V5416,S92065D,10000
V5416-S92066D,icd9-icd10,V5416,S92066D,10000
V5416-S92101D,icd9-icd10,V5416,S92101D,10000
V5416-S92102D,icd9-icd10,V5416,S92102D,10000
V5416-S92109D,icd9-icd10,V5416,S92109D,10000
V5416-S92111D,icd9-icd10,V5416,S92111D,10000
V5416-S92112D,icd9-icd10,V5416,S92112D,10000
V5416-S92113D,icd9-icd10,V5416,S92113D,10000
V5416-S92114D,icd9-icd10,V5416,S92114D,10000
V5416-S92115D,icd9-icd10,V5416,S92115D,10000
V5416-S92116D,icd9-icd10,V5416,S92116D,10000
V5416-S92121D,icd9-icd10,V5416,S92121D,10000
V5416-S92122D,icd9-icd10,V5416,S92122D,10000
V5416-S92123D,icd9-icd10,V5416,S92123D,10000
V5416-S92124D,icd9-icd10,V5416,S92124D,10000
V5416-S92125D,icd9-icd10,V5416,S92125D,10000
V5416-S92126D,icd9-icd10,V5416,S92126D,10000
V5416-S92131D,icd9-icd10,V5416,S92131D,10000
V5416-S92132D,icd9-icd10,V5416,S92132D,10000
V5416-S92133D,icd9-icd10,V5416,S92133D,10000
V5416-S92134D,icd9-icd10,V5416,S92134D,10000
V5416-S92135D,icd9-icd10,V5416,S92135D,10000
V5416-S92136D,icd9-icd10,V5416,S92136D,10000
V5416-S92141D,icd9-icd10,V5416,S92141D,10000
V5416-S92142D,icd9-icd10,V5416,S92142D,10000
V5416-S92143D,icd9-icd10,V5416,S92143D,10000
V5416-S92144D,icd9-icd10,V5416,S92144D,10000
V5416-S92145D,icd9-icd10,V5416,S92145D,10000
V5416-S92146D,icd9-icd10,V5416,S92146D,10000
V5416-S92151D,icd9-icd10,V5416,S92151D,10000
V5416-S92152D,icd9-icd10,V5416,S92152D,10000
V5416-S92153D,icd9-icd10,V5416,S92153D,10000
V5416-S92154D,icd9-icd10,V5416,S92154D,10000
V5416-S92155D,icd9-icd10,V5416,S92155D,10000
V5416-S92156D,icd9-icd10,V5416,S92156D,10000
V5416-S92191D,icd9-icd10,V5416,S92191D,10000
V5416-S92192D,icd9-icd10,V5416,S92192D,10000
V5416-S92199D,icd9-icd10,V5416,S92199D,10000
V5416-S92201D,icd9-icd10,V5416,S92201D,10000
V5416-S92202D,icd9-icd10,V5416,S92202D,10000
V5416-S92209D,icd9-icd10,V5416,S92209D,10000
V5416-S92211D,icd9-icd10,V5416,S92211D,10000
V5416-S92212D,icd9-icd10,V5416,S92212D,10000
V5416-S92213D,icd9-icd10,V5416,S92213D,10000
V5416-S92214D,icd9-icd10,V5416,S92214D,10000
V5416-S92215D,icd9-icd10,V5416,S92215D,10000
V5416-S92216D,icd9-icd10,V5416,S92216D,10000
V5416-S92221D,icd9-icd10,V5416,S92221D,10000
V5416-S92222D,icd9-icd10,V5416,S92222D,10000
V5416-S92223D,icd9-icd10,V5416,S92223D,10000
V5416-S92224D,icd9-icd10,V5416,S92224D,10000
V5416-S92225D,icd9-icd10,V5416,S92225D,10000
V5416-S92226D,icd9-icd10,V5416,S92226D,10000
V5416-S92231D,icd9-icd10,V5416,S92231D,10000
V5416-S92232D,icd9-icd10,V5416,S92232D,10000
V5416-S92233D,icd9-icd10,V5416,S92233D,10000
V5416-S92234D,icd9-icd10,V5416,S92234D,10000
V5416-S92235D,icd9-icd10,V5416,S92235D,10000
V5416-S92236D,icd9-icd10,V5416,S92236D,10000
V5416-S92241D,icd9-icd10,V5416,S92241D,10000
V5416-S92242D,icd9-icd10,V5416,S92242D,10000
V5416-S92243D,icd9-icd10,V5416,S92243D,10000
V5416-S92244D,icd9-icd10,V5416,S92244D,10000
V5416-S92245D,icd9-icd10,V5416,S92245D,10000
V5416-S92246D,icd9-icd10,V5416,S92246D,10000
V5416-S92251D,icd9-icd10,V5416,S92251D,10000
V5416-S92252D,icd9-icd10,V5416,S92252D,10000
V5416-S92253D,icd9-icd10,V5416,S92253D,10000
V5416-S92254D,icd9-icd10,V5416,S92254D,10000
V5416-S92255D,icd9-icd10,V5416,S92255D,10000
V5416-S92256D,icd9-icd10,V5416,S92256D,10000
V5416-S92301D,icd9-icd10,V5416,S92301D,10000
V5416-S92302D,icd9-icd10,V5416,S92302D,10000
V5416-S92309D,icd9-icd10,V5416,S92309D,10000
V5416-S92311D,icd9-icd10,V5416,S92311D,10000
V5416-S92312D,icd9-icd10,V5416,S92312D,10000
V5416-S92313D,icd9-icd10,V5416,S92313D,10000
V5416-S92314D,icd9-icd10,V5416,S92314D,10000
V5416-S92315D,icd9-icd10,V5416,S92315D,10000
V5416-S92316D,icd9-icd10,V5416,S92316D,10000
V5416-S92321D,icd9-icd10,V5416,S92321D,10000
V5416-S92322D,icd9-icd10,V5416,S92322D,10000
V5416-S92323D,icd9-icd10,V5416,S92323D,10000
V5416-S92324D,icd9-icd10,V5416,S92324D,10000
V5416-S92325D,icd9-icd10,V5416,S92325D,10000
V5416-S92326D,icd9-icd10,V5416,S92326D,10000
V5416-S92331D,icd9-icd10,V5416,S92331D,10000
V5416-S92332D,icd9-icd10,V5416,S92332D,10000
V5416-S92333D,icd9-icd10,V5416,S92333D,10000
V5416-S92334D,icd9-icd10,V5416,S92334D,10000
V5416-S92335D,icd9-icd10,V5416,S92335D,10000
V5416-S92336D,icd9-icd10,V5416,S92336D,10000
V5416-S92341D,icd9-icd10,V5416,S92341D,10000
V5416-S92342D,icd9-icd10,V5416,S92342D,10000
V5416-S92343D,icd9-icd10,V5416,S92343D,10000
V5416-S92344D,icd9-icd10,V5416,S92344D,10000
V5416-S92345D,icd9-icd10,V5416,S92345D,10000
