pkey,pkey_cat,icd9_code,icd10_code,flags
4371-I6789,icd9-icd10,4371,I6789,10000
4372-I674,icd9-icd10,4372,I674,00000
4373-I671,icd9-icd10,4373,I671,10000
4374-I677,icd9-icd10,4374,I677,10000
4375-I675,icd9-icd10,4375,I675,00000
4376-I676,icd9-icd10,4376,I676,00000
4377-G454,icd9-icd10,4377,G454,00000
4378-I6789,icd9-icd10,4378,I6789,10000
4379-I679,icd9-icd10,4379,I679,00000
4380-I6991,icd9-icd10,4380,I6991,10000
43810-I69928,icd9-icd10,43810,I69928,10000
43811-I69920,icd9-icd10,43811,I69920,10000
43812-I69921,icd9-icd10,43812,I69921,10000
43813-I69922,icd9-icd10,43813,I69922,10000
43814-I69923,icd9-icd10,43814,I69923,10000
43819-I69928,icd9-icd10,43819,I69928,10000
43820-I69959,icd9-icd10,43820,I69959,10000
43821-I69951,icd9-icd10,43821,I69951,10000
43821-I69952,icd9-icd10,43821,I69952,10000
43822-I69953,icd9-icd10,43822,I69953,10000
43822-I69954,icd9-icd10,43822,I69954,10000
43830-I69939,icd9-icd10,43830,I69939,10000
43831-I69931,icd9-icd10,43831,I69931,10000
43831-I69932,icd9-icd10,43831,I69932,10000
43832-I69933,icd9-icd10,43832,I69933,10000
43832-I69934,icd9-icd10,43832,I69934,10000
43840-I69949,icd9-icd10,43840,I69949,10000
43841-I69941,icd9-icd10,43841,I69941,10000
43841-I69942,icd9-icd10,43841,I69942,10000
43842-I69943,icd9-icd10,43842,I69943,10000
43842-I69944,icd9-icd10,43842,I69944,10000
43850-I69969,icd9-icd10,43850,I69969,10000
43851-I69961,icd9-icd10,43851,I69961,10000
43851-I69962,icd9-icd10,43851,I69962,10000
43852-I69963,icd9-icd10,43852,I69963,10000
43852-I69964,icd9-icd10,43852,I69964,10000
43853-I69965,icd9-icd10,43853,I69965,10000
4386-I69998,icd9-icd10,4386,I69998,10000
4387-I69998,icd9-icd10,4387,I69998,10000
43881-I69990,icd9-icd10,43881,I69990,10000
43882-I69991,icd9-icd10,43882,I69991,10000
43883-I69992,icd9-icd10,43883,I69992,10000
43884-I69993,icd9-icd10,43884,I69993,10000
43885-I69998,icd9-icd10,43885,I69998,10000
43889-I69898,icd9-icd10,43889,I69898,10000
43889-I69998,icd9-icd10,43889,I69998,10000
4389-I6990,icd9-icd10,4389,I6990,10000
4400-I700,icd9-icd10,4400,I700,00000
4401-I701,icd9-icd10,4401,I701,00000
44020-I70209,icd9-icd10,44020,I70209,10000
44021-I70219,icd9-icd10,44021,I70219,10000
44022-I70229,icd9-icd10,44022,I70229,10000
44023-I7025,icd9-icd10,44023,I7025,10000
44024-I70269,icd9-icd10,44024,I70269,10000
44029-I70299,icd9-icd10,44029,I70299,10000
44030-I70399,icd9-icd10,44030,I70399,10000
44031-I70499,icd9-icd10,44031,I70499,10000
44032-I70599,icd9-icd10,44032,I70599,10000
4404-I7092,icd9-icd10,4404,I7092,00000
4408-I708,icd9-icd10,4408,I708,10000
4409-I7090,icd9-icd10,4409,I7090,10000
4409-I7091,icd9-icd10,4409,I7091,10000
44100-I7100,icd9-icd10,44100,I7100,00000
44101-I7101,icd9-icd10,44101,I7101,00000
44102-I7102,icd9-icd10,44102,I7102,00000
44103-I7103,icd9-icd10,44103,I7103,00000
4411-I711,icd9-icd10,4411,I711,00000
4412-I712,icd9-icd10,4412,I712,00000
4413-I713,icd9-icd10,4413,I713,00000
4414-I714,icd9-icd10,4414,I714,00000
4415-I718,icd9-icd10,4415,I718,00000
4416-I715,icd9-icd10,4416,I715,00000
4417-I716,icd9-icd10,4417,I716,00000
4419-I719,icd9-icd10,4419,I719,10000
4420-I721,icd9-icd10,4420,I721,00000
4421-I722,icd9-icd10,4421,I722,00000
4422-I723,icd9-icd10,4422,I723,00000
4423-I724,icd9-icd10,4423,I724,00000
44281-I720,icd9-icd10,44281,I720,00000
44282-I728,icd9-icd10,44282,I728,10000
44283-I728,icd9-icd10,44283,I728,10000
44284-I728,icd9-icd10,44284,I728,10000
44289-I728,icd9-icd10,44289,I728,10000
4429-I729,icd9-icd10,4429,I729,00000
4430-I7300,icd9-icd10,4430,I7300,10000
4431-I731,icd9-icd10,4431,I731,00000
44321-I7771,icd9-icd10,44321,I7771,00000
44322-I7772,icd9-icd10,44322,I7772,00000
44323-I7773,icd9-icd10,44323,I7773,00000
44324-I7774,icd9-icd10,44324,I7774,00000
44329-I7779,icd9-icd10,44329,I7779,10000
44381-I798,icd9-icd10,44381,I798,10000
44382-I7381,icd9-icd10,44382,I7381,00000
44389-I7389,icd9-icd10,44389,I7389,10000
4439-I739,icd9-icd10,4439,I739,00000
44401-I7401,icd9-icd10,44401,I7401,00000
44409-I7409,icd9-icd10,44409,I7409,10000
4441-I7411,icd9-icd10,4441,I7411,00000
44421-I742,icd9-icd10,44421,I742,00000
44422-I743,icd9-icd10,44422,I743,10000
44481-I745,icd9-icd10,44481,I745,00000
44489-I748,icd9-icd10,44489,I748,00000
4449-I749,icd9-icd10,4449,I749,00000
44501-I75019,icd9-icd10,44501,I75019,10000
44502-I75029,icd9-icd10,44502,I75029,10000
44581-I7581,icd9-icd10,44581,I7581,00000
44589-I7589,icd9-icd10,44589,I7589,00000
4460-M300,icd9-icd10,4460,M300,10000
4461-M303,icd9-icd10,4461,M303,00000
44620-M310,icd9-icd10,44620,M310,10000
44621-M310,icd9-icd10,44621,M310,10000
44629-M310,icd9-icd10,44629,M310,10000
4463-M312,icd9-icd10,4463,M312,00000
4464-M3130,icd9-icd10,4464,M3130,10000
4465-M316,icd9-icd10,4465,M316,10000
4466-M311,icd9-icd10,4466,M311,00000
4467-M314,icd9-icd10,4467,M314,00000
4470-I770,icd9-icd10,4470,I770,00000
4471-I771,icd9-icd10,4471,I771,00000
4472-I772,icd9-icd10,4472,I772,00000
4473-I773,icd9-icd10,4473,I773,10000
4474-I774,icd9-icd10,4474,I774,00000
4475-I775,icd9-icd10,4475,I775,10000
4476-I776,icd9-icd10,4476,I776,00000
44770-I77819,icd9-icd10,44770,I77819,00000
44771-I77810,icd9-icd10,44771,I77810,00000
44772-I77811,icd9-icd10,44772,I77811,00000
44773-I77812,icd9-icd10,44773,I77812,00000
4478-I773,icd9-icd10,4478,I773,10000
4478-I7789,icd9-icd10,4478,I7789,10000
4479-I779,icd9-icd10,4479,I779,00000
4480-I780,icd9-icd10,4480,I780,00000
4481-I781,icd9-icd10,4481,I781,00000
4489-I788,icd9-icd10,4489,I788,10000
4489-I789,icd9-icd10,4489,I789,10000
449-I76,icd9-icd10,449,I76,00000
4510-I8000,icd9-icd10,4510,I8000,10000
45111-I8010,icd9-icd10,45111,I8010,10000
45119-I80209,icd9-icd10,45119,I80209,10000
4512-I803,icd9-icd10,4512,I803,00000
45181-I80219,icd9-icd10,45181,I80219,10000
45182-I808,icd9-icd10,45182,I808,10000
45183-I808,icd9-icd10,45183,I808,10000
45184-I808,icd9-icd10,45184,I808,10000
45189-I808,icd9-icd10,45189,I808,10000
4519-I809,icd9-icd10,4519,I809,00000
452-I81,icd9-icd10,452,I81,00000
4530-I820,icd9-icd10,4530,I820,00000
4531-I821,icd9-icd10,4531,I821,00000
4532-I82220,icd9-icd10,4532,I82220,10000
4532-I82221,icd9-icd10,4532,I82221,10000
4533-I823,icd9-icd10,4533,I823,00000
45340-I82409,icd9-icd10,45340,I82409,10000
45341-I82419,icd9-icd10,45341,I82419,10000
45341-I82429,icd9-icd10,45341,I82429,10000
45341-I82439,icd9-icd10,45341,I82439,10000
45341-I824Y9,icd9-icd10,45341,I824Y9,10000
45342-I82449,icd9-icd10,45342,I82449,10000
45342-I82499,icd9-icd10,45342,I82499,10000
45342-I824Z9,icd9-icd10,45342,I824Z9,10000
45350-I82509,icd9-icd10,45350,I82509,10000
45350-I82599,icd9-icd10,45350,I82599,10000
45351-I82519,icd9-icd10,45351,I82519,10000
45351-I82529,icd9-icd10,45351,I82529,10000
45351-I82539,icd9-icd10,45351,I82539,10000
45351-I825Y9,icd9-icd10,45351,I825Y9,10000
45352-I82549,icd9-icd10,45352,I82549,10000
45352-I825Z9,icd9-icd10,45352,I825Z9,10000
4536-I82819,icd9-icd10,4536,I82819,10000
45371-I82719,icd9-icd10,45371,I82719,10000
45372-I82729,icd9-icd10,45372,I82729,10000
45373-I82709,icd9-icd10,45373,I82709,10000
45374-I82A29,icd9-icd10,45374,I82A29,10000
45375-I82B29,icd9-icd10,45375,I82B29,10000
45376-I82C29,icd9-icd10,45376,I82C29,10000
45377-I82291,icd9-icd10,45377,I82291,10000
45379-I82891,icd9-icd10,45379,I82891,10000
45381-I82619,icd9-icd10,45381,I82619,10000
45382-I82629,icd9-icd10,45382,I82629,10000
45383-I82609,icd9-icd10,45383,I82609,10000
45384-I82A19,icd9-icd10,45384,I82A19,10000
45385-I82B19,icd9-icd10,45385,I82B19,10000
45386-I82C19,icd9-icd10,45386,I82C19,10000
45387-I82290,icd9-icd10,45387,I82290,10000
45389-I82890,icd9-icd10,45389,I82890,10000
4539-I8291,icd9-icd10,4539,I8291,10000
4540-I83009,icd9-icd10,4540,I83009,10000
4540-I83019,icd9-icd10,4540,I83019,10000
4540-I83029,icd9-icd10,4540,I83029,10000
4541-I8310,icd9-icd10,4541,I8310,10000
4542-I83209,icd9-icd10,4542,I83209,10000
4548-I83899,icd9-icd10,4548,I83899,10000
4549-I8390,icd9-icd10,4549,I8390,10000
4550-K648,icd9-icd10,4550,K648,10000
4551-K648,icd9-icd10,4551,K648,10000
4552-K648,icd9-icd10,4552,K648,10000
4553-K644,icd9-icd10,4553,K644,10000
4554-K645,icd9-icd10,4554,K645,10000
4555-K644,icd9-icd10,4555,K644,10000
4556-K649,icd9-icd10,4556,K649,10000
4557-K645,icd9-icd10,4557,K645,10000
4558-K648,icd9-icd10,4558,K648,10000
4559-K644,icd9-icd10,4559,K644,00000
4560-I8501,icd9-icd10,4560,I8501,00000
4561-I8500,icd9-icd10,4561,I8500,00000
45620-I8511,icd9-icd10,45620,I8511,00000
45621-I8510,icd9-icd10,45621,I8510,00000
4563-I860,icd9-icd10,4563,I860,00000
4564-I861,icd9-icd10,4564,I861,00000
4565-I862,icd9-icd10,4565,I862,00000
4566-I863,icd9-icd10,4566,I863,00000
4568-I868,icd9-icd10,4568,I868,10000
4570-I972,icd9-icd10,4570,I972,00000
4571-I890,icd9-icd10,4571,I890,00000
4572-I891,icd9-icd10,4572,I891,00000
4578-I898,icd9-icd10,4578,I898,00000
4579-I899,icd9-icd10,4579,I899,00000
4580-I951,icd9-icd10,4580,I951,00000
4581-I9589,icd9-icd10,4581,I9589,10000
45821-I953,icd9-icd10,45821,I953,00000
45829-I952,icd9-icd10,45829,I952,10000
45829-I9581,icd9-icd10,45829,I9581,10000
4588-I9589,icd9-icd10,4588,I9589,10000
4589-I959,icd9-icd10,4589,I959,00000
4590-R58,icd9-icd10,4590,R58,00000
45910-I87009,icd9-icd10,45910,I87009,10000
45911-I87019,icd9-icd10,45911,I87019,10000
45912-I87029,icd9-icd10,45912,I87029,10000
45913-I87039,icd9-icd10,45913,I87039,10000
45919-I87099,icd9-icd10,45919,I87099,10000
4592-I871,icd9-icd10,4592,I871,00000
45930-I87309,icd9-icd10,45930,I87309,10000
45931-I87319,icd9-icd10,45931,I87319,10000
45932-I87329,icd9-icd10,45932,I87329,10000
45933-I87339,icd9-icd10,45933,I87339,10000
45939-I87399,icd9-icd10,45939,I87399,10000
45981-I872,icd9-icd10,45981,I872,10000
45989-I998,icd9-icd10,45989,I998,10000
4599-I999,icd9-icd10,4599,I999,00000
460-J00,icd9-icd10,460,J00,00000
4610-J0100,icd9-icd10,4610,J0100,10000
4611-J0110,icd9-icd10,4611,J0110,10000
4612-J0120,icd9-icd10,4612,J0120,10000
4613-J0130,icd9-icd10,4613,J0130,10000
4618-J0140,icd9-icd10,4618,J0140,10000
4619-J0190,icd9-icd10,4619,J0190,10000
462-J029,icd9-icd10,462,J029,10000
463-J0390,icd9-icd10,463,J0390,10000
46400-J040,icd9-icd10,46400,J040,00000
46401-J050,icd9-icd10,46401,J050,10000
46410-J0410,icd9-icd10,46410,J0410,00000
46411-J0411,icd9-icd10,46411,J0411,00000
46420-J042,icd9-icd10,46420,J042,00000
46421-J050,icd9-icd10,46421,J050,10000
46430-J0510,icd9-icd10,46430,J0510,00000
46431-J0511,icd9-icd10,46431,J0511,00000
4644-J050,icd9-icd10,4644,J050,10000
46450-J0430,icd9-icd10,46450,J0430,00000
46451-J0431,icd9-icd10,46451,J0431,00000
4650-J060,icd9-icd10,4650,J060,00000
4658-J069,icd9-icd10,4658,J069,10000
4659-J069,icd9-icd10,4659,J069,10000
4660-J209,icd9-icd10,4660,J209,10000
46611-J210,icd9-icd10,46611,J210,00000
46619-J218,icd9-icd10,46619,J218,10000
470-J342,icd9-icd10,470,J342,00000
4710-J330,icd9-icd10,4710,J330,00000
4711-J331,icd9-icd10,4711,J331,00000
4718-J338,icd9-icd10,4718,J338,00000
4719-J339,icd9-icd10,4719,J339,00000
4720-J310,icd9-icd10,4720,J310,00000
4721-J312,icd9-icd10,4721,J312,00000
4722-J311,icd9-icd10,4722,J311,00000
4730-J320,icd9-icd10,4730,J320,00000
4731-J321,icd9-icd10,4731,J321,00000
4732-J322,icd9-icd10,4732,J322,00000
4733-J323,icd9-icd10,4733,J323,00000
4738-J324,icd9-icd10,4738,J324,10000
4738-J328,icd9-icd10,4738,J328,10000
4739-J329,icd9-icd10,4739,J329,00000
47400-J3501,icd9-icd10,47400,J3501,00000
47401-J3502,icd9-icd10,47401,J3502,00000
47402-J3503,icd9-icd10,47402,J3503,00000
47410-J353,icd9-icd10,47410,J353,00000
47411-J351,icd9-icd10,47411,J351,00000
47412-J352,icd9-icd10,47412,J352,00000
4742-J358,icd9-icd10,4742,J358,10000
4748-J358,icd9-icd10,4748,J358,10000
4749-J359,icd9-icd10,4749,J359,00000
475-J36,icd9-icd10,475,J36,00000
4760-J370,icd9-icd10,4760,J370,00000
4761-J371,icd9-icd10,4761,J371,00000
4770-J301,icd9-icd10,4770,J301,00000
4771-J305,icd9-icd10,4771,J305,00000
4772-J3081,icd9-icd10,4772,J3081,00000
4778-J302,icd9-icd10,4778,J302,10000
4778-J3089,icd9-icd10,4778,J3089,10000
4779-J300,icd9-icd10,4779,J300,10000
4779-J309,icd9-icd10,4779,J309,10000
4780-J343,icd9-icd10,4780,J343,00000
47811-J3481,icd9-icd10,47811,J3481,00000
47819-J340,icd9-icd10,47819,J340,10000
47819-J341,icd9-icd10,47819,J341,10000
47819-J3489,icd9-icd10,47819,J3489,10000
47820-J392,icd9-icd10,47820,J392,10000
47821-J391,icd9-icd10,47821,J391,10000
47822-J390,icd9-icd10,47822,J390,10000
47824-J390,icd9-icd10,47824,J390,10000
47825-J392,icd9-icd10,47825,J392,10000
47826-J392,icd9-icd10,47826,J392,10000
47829-J392,icd9-icd10,47829,J392,10000
47830-J3800,icd9-icd10,47830,J3800,00000
47831-J3801,icd9-icd10,47831,J3801,10000
47832-J3801,icd9-icd10,47832,J3801,10000
47833-J3802,icd9-icd10,47833,J3802,10000
47834-J3802,icd9-icd10,47834,J3802,10000
4784-J381,icd9-icd10,4784,J381,00000
4785-J383,icd9-icd10,4785,J383,10000
4786-J384,icd9-icd10,4786,J384,00000
47870-J387,icd9-icd10,47870,J387,10000
47871-J387,icd9-icd10,47871,J387,10000
47874-J386,icd9-icd10,47874,J386,00000
47875-J385,icd9-icd10,47875,J385,00000
47879-J387,icd9-icd10,47879,J387,10000
4788-J393,icd9-icd10,4788,J393,00000
4789-J398,icd9-icd10,4789,J398,10000
4789-J399,icd9-icd10,4789,J399,10000
4800-J120,icd9-icd10,4800,J120,00000
4801-J121,icd9-icd10,4801,J121,00000
4802-J122,icd9-icd10,4802,J122,00000
4803-J1281,icd9-icd10,4803,J1281,00000
4808-J1289,icd9-icd10,4808,J1289,10000
4809-J129,icd9-icd10,4809,J129,10000
481-J13,icd9-icd10,481,J13,10000
481-J181,icd9-icd10,481,J181,10000
4820-J150,icd9-icd10,4820,J150,00000
4821-J151,icd9-icd10,4821,J151,00000
4822-J14,icd9-icd10,4822,J14,00000
48230-J154,icd9-icd10,48230,J154,10000
48231-J154,icd9-icd10,48231,J154,10000
48232-J153,icd9-icd10,48232,J153,00000
48239-J154,icd9-icd10,48239,J154,10000
48240-J1520,icd9-icd10,48240,J1520,00000
48241-J15211,icd9-icd10,48241,J15211,00000
48242-J15212,icd9-icd10,48242,J15212,00000
48249-J1529,icd9-icd10,48249,J1529,00000
48281-J158,icd9-icd10,48281,J158,10000
48282-J155,icd9-icd10,48282,J155,00000
48283-J156,icd9-icd10,48283,J156,00000
48284-A481,icd9-icd10,48284,A481,00000
48289-J158,icd9-icd10,48289,J158,10000
4829-J159,icd9-icd10,4829,J159,00000
4830-J157,icd9-icd10,4830,J157,00000
4831-J160,icd9-icd10,4831,J160,00000
4838-J168,icd9-icd10,4838,J168,00000
4841-B250,icd9-icd10,4841,B250,10000
4843-A3791,icd9-icd10,4843,A3791,10000
4845-A221,icd9-icd10,4845,A221,10000
4846-B440,icd9-icd10,4846,B440,10000
4847-J17,icd9-icd10,4847,J17,10000
4848-J17,icd9-icd10,4848,J17,10000
485-J180,icd9-icd10,485,J180,00000
486-J189,icd9-icd10,486,J189,10000
4870-J1100,icd9-icd10,4870,J1100,10000
4870-J129,icd9-icd10,4870,J129,10000
4871-J111,icd9-icd10,4871,J111,10000
4878-J112,icd9-icd10,4878,J112,10000
4878-J1181,icd9-icd10,4878,J1181,10000
4878-J1189,icd9-icd10,4878,J1189,10000
48801-J09X1,icd9-icd10,48801,J09X1,10000
48802-J09X2,icd9-icd10,48802,J09X2,10000
48809-J09X3,icd9-icd10,48809,J09X3,10000
48809-J09X9,icd9-icd10,48809,J09X9,10000
48811-J09X1,icd9-icd10,48811,J09X1,10000
48812-J09X2,icd9-icd10,48812,J09X2,10000
48819-J09X3,icd9-icd10,48819,J09X3,10000
48819-J09X9,icd9-icd10,48819,J09X9,10000
48881-J09X1,icd9-icd10,48881,J09X1,10000
48882-J09X2,icd9-icd10,48882,J09X2,10000
48889-J09X3,icd9-icd10,48889,J09X3,10000
48889-J09X9,icd9-icd10,48889,J09X9,10000
490-J40,icd9-icd10,490,J40,00000
4910-J410,icd9-icd10,4910,J410,00000
4911-J411,icd9-icd10,4911,J411,00000
49120-J449,icd9-icd10,49120,J449,10000
49121-J441,icd9-icd10,49121,J441,10000
49122-J440,icd9-icd10,49122,J440,10000
4918-J418,icd9-icd10,4918,J418,10000
4919-J42,icd9-icd10,4919,J42,00000
4920-J439,icd9-icd10,4920,J439,10000
4928-J439,icd9-icd10,4928,J439,10000
49300-J4520,icd9-icd10,49300,J4520,10000
49301-J4522,icd9-icd10,49301,J4522,10000
49302-J4521,icd9-icd10,49302,J4521,10000
49310-J4520,icd9-icd10,49310,J4520,10000
49311-J4522,icd9-icd10,49311,J4522,10000
49312-J4521,icd9-icd10,49312,J4521,10000
49320-J449,icd9-icd10,49320,J449,10000
49321-J440,icd9-icd10,49321,J440,10000
49322-J441,icd9-icd10,49322,J441,10000
49381-J45990,icd9-icd10,49381,J45990,00000
49382-J45991,icd9-icd10,49382,J45991,00000
49390-J45909,icd9-icd10,49390,J45909,10000
49390-J45998,icd9-icd10,49390,J45998,10000
49391-J45902,icd9-icd10,49391,J45902,00000
49392-J45901,icd9-icd10,49392,J45901,00000
4940-J479,icd9-icd10,4940,J479,00000
4941-J471,icd9-icd10,4941,J471,10000
4950-J670,icd9-icd10,4950,J670,00000
4951-J671,icd9-icd10,4951,J671,00000
4952-J672,icd9-icd10,4952,J672,00000
4953-J673,icd9-icd10,4953,J673,00000
4954-J674,icd9-icd10,4954,J674,00000
4955-J675,icd9-icd10,4955,J675,00000
4956-J676,icd9-icd10,4956,J676,00000
4957-J677,icd9-icd10,4957,J677,00000
4958-J678,icd9-icd10,4958,J678,00000
4959-J679,icd9-icd10,4959,J679,00000
496-J449,icd9-icd10,496,J449,10000
500-J60,icd9-icd10,500,J60,00000
501-J61,icd9-icd10,501,J61,10000
502-J628,icd9-icd10,502,J628,10000
503-J630,icd9-icd10,503,J630,10000
503-J631,icd9-icd10,503,J631,10000
503-J632,icd9-icd10,503,J632,10000
503-J633,icd9-icd10,503,J633,10000
503-J634,icd9-icd10,503,J634,10000
503-J635,icd9-icd10,503,J635,10000
503-J636,icd9-icd10,503,J636,10000
504-J660,icd9-icd10,504,J660,10000
504-J661,icd9-icd10,504,J661,10000
504-J662,icd9-icd10,504,J662,10000
504-J668,icd9-icd10,504,J668,10000
505-J64,icd9-icd10,505,J64,10000
5060-J680,icd9-icd10,5060,J680,00000
5061-J681,icd9-icd10,5061,J681,00000
5062-J682,icd9-icd10,5062,J682,00000
5063-J683,icd9-icd10,5063,J683,00000
5064-J684,icd9-icd10,5064,J684,00000
5069-J689,icd9-icd10,5069,J689,10000
5070-J690,icd9-icd10,5070,J690,00000
5071-J691,icd9-icd10,5071,J691,00000
5078-J698,icd9-icd10,5078,J698,00000
5080-J700,icd9-icd10,5080,J700,00000
5081-J701,icd9-icd10,5081,J701,00000
5082-J705,icd9-icd10,5082,J705,00000
5088-J708,icd9-icd10,5088,J708,10000
5089-J709,icd9-icd10,5089,J709,00000
5100-J860,icd9-icd10,5100,J860,10000
5109-J869,icd9-icd10,5109,J869,10000
5110-J869,icd9-icd10,5110,J869,10000
5110-J941,icd9-icd10,5110,J941,10000
5110-J948,icd9-icd10,5110,J948,10000
5110-J949,icd9-icd10,5110,J949,10000
5110-R091,icd9-icd10,5110,R091,10000
5111-J90,icd9-icd10,5111,J90,10000
5111-J942,icd9-icd10,5111,J942,10000
51181-J910,icd9-icd10,51181,J910,00000
51189-J90,icd9-icd10,51189,J90,10000
51189-J942,icd9-icd10,51189,J942,10000
51189-J948,icd9-icd10,51189,J948,10000
5119-J918,icd9-icd10,5119,J918,10000
5120-J930,icd9-icd10,5120,J930,00000
5121-J95811,icd9-icd10,5121,J95811,10000
5122-J95812,icd9-icd10,5122,J95812,00000
51281-J9311,icd9-icd10,51281,J9311,00000
51282-J9312,icd9-icd10,51282,J9312,00000
51283-J9381,icd9-icd10,51283,J9381,00000
51284-J9382,icd9-icd10,51284,J9382,00000
51289-J9383,icd9-icd10,51289,J9383,10000
51289-J939,icd9-icd10,51289,J939,10000
5130-J850,icd9-icd10,5130,J850,10000
5130-J851,icd9-icd10,5130,J851,10000
5130-J852,icd9-icd10,5130,J852,10000
5131-J853,icd9-icd10,5131,J853,00000
514-J182,icd9-icd10,514,J182,10000
514-J811,icd9-icd10,514,J811,10000
515-J8410,icd9-icd10,515,J8410,10000
515-J8489,icd9-icd10,515,J8489,10000
5160-J8401,icd9-icd10,5160,J8401,00000
5161-J8403,icd9-icd10,5161,J8403,00000
5162-J8402,icd9-icd10,5162,J8402,00000
51630-J84111,icd9-icd10,51630,J84111,00000
51631-J84112,icd9-icd10,51631,J84112,00000
51632-J84113,icd9-icd10,51632,J84113,00000
51633-J84114,icd9-icd10,51633,J84114,00000
51634-J84115,icd9-icd10,51634,J84115,00000
51635-J842,icd9-icd10,51635,J842,00000
51636-J84116,icd9-icd10,51636,J84116,00000
51637-J84117,icd9-icd10,51637,J84117,00000
5164-J8481,icd9-icd10,5164,J8481,00000
5165-J8482,icd9-icd10,5165,J8482,00000
51661-J84841,icd9-icd10,51661,J84841,00000
51662-J84842,icd9-icd10,51662,J84842,00000
51663-J8483,icd9-icd10,51663,J8483,00000
51664-J84843,icd9-icd10,51664,J84843,00000
51669-J84848,icd9-icd10,51669,J84848,00000
5168-J8409,icd9-icd10,5168,J8409,10000
5169-J849,icd9-icd10,5169,J849,10000
5171-J17,icd9-icd10,5171,J17,10000
5172-M3481,icd9-icd10,5172,M3481,10000
5173-J99,icd9-icd10,5173,J99,10000
5178-J99,icd9-icd10,5178,J99,10000
5180-J9811,icd9-icd10,5180,J9811,10000
5180-J9819,icd9-icd10,5180,J9819,10000
5181-J982,icd9-icd10,5181,J982,00000
5182-J983,icd9-icd10,5182,J983,00000
5183-J82,icd9-icd10,5183,J82,00000
5184-J810,icd9-icd10,5184,J810,00000
51851-J95821,icd9-icd10,51851,J95821,10000
51851-J9600,icd9-icd10,51851,J9600,10000
51852-J951,icd9-icd10,51852,J951,10000
51852-J952,icd9-icd10,51852,J952,10000
51852-J953,icd9-icd10,51852,J953,10000
51853-J95822,icd9-icd10,51853,J95822,10000
51853-J9620,icd9-icd10,51853,J9620,10000
5186-B4481,icd9-icd10,5186,B4481,00000
5187-J9584,icd9-icd10,5187,J9584,00000
51881-J9600,icd9-icd10,51881,J9600,10000
51881-J9690,icd9-icd10,51881,J9690,10000
51882-J80,icd9-icd10,51882,J80,10000
51883-J9610,icd9-icd10,51883,J9610,10000
51884-J9620,icd9-icd10,51884,J9620,10000
51889-J984,icd9-icd10,51889,J984,00000
51900-J9500,icd9-icd10,51900,J9500,00000
51901-J9502,icd9-icd10,51901,J9502,00000
51902-J9503,icd9-icd10,51902,J9503,10000
51909-J9501,icd9-icd10,51909,J9501,10000
51909-J9503,icd9-icd10,51909,J9503,10000
51909-J9504,icd9-icd10,51909,J9504,10000
51909-J9509,icd9-icd10,51909,J9509,10000
51911-J9801,icd9-icd10,51911,J9801,00000
51919-J398,icd9-icd10,51919,J398,10000
51919-J9809,icd9-icd10,51919,J9809,10000
5192-J985,icd9-icd10,5192,J985,10000
5193-J985,icd9-icd10,5193,J985,10000
5194-J986,icd9-icd10,5194,J986,00000
5198-J988,icd9-icd10,5198,J988,10000
5199-J989,icd9-icd10,5199,J989,00000
5200-K000,icd9-icd10,5200,K000,00000
5201-K001,icd9-icd10,5201,K001,00000
5202-K002,icd9-icd10,5202,K002,00000
5203-K003,icd9-icd10,5203,K003,00000
5204-K004,icd9-icd10,5204,K004,00000
5205-K005,icd9-icd10,5205,K005,00000
5206-K006,icd9-icd10,5206,K006,10000
5206-K010,icd9-icd10,5206,K010,10000
5206-K011,icd9-icd10,5206,K011,10000
5207-K007,icd9-icd10,5207,K007,00000
5208-K008,icd9-icd10,5208,K008,10000
5209-K009,icd9-icd10,5209,K009,00000
52100-K029,icd9-icd10,52100,K029,10000
52101-K0261,icd9-icd10,52101,K0261,10000
52102-K0262,icd9-icd10,52102,K0262,10000
52103-K0263,icd9-icd10,52103,K0263,10000
52104-K023,icd9-icd10,52104,K023,00000
52105-K0389,icd9-icd10,52105,K0389,10000
52106-K0251,icd9-icd10,52106,K0251,10000
52107-K0261,icd9-icd10,52107,K0261,10000
52107-K0262,icd9-icd10,52107,K0262,10000
52107-K0263,icd9-icd10,52107,K0263,10000
52108-K027,icd9-icd10,52108,K027,00000
52109-K029,icd9-icd10,52109,K029,10000
52110-K030,icd9-icd10,52110,K030,10000
52111-K030,icd9-icd10,52111,K030,10000
52112-K030,icd9-icd10,52112,K030,10000
52113-K030,icd9-icd10,52113,K030,10000
52114-K030,icd9-icd10,52114,K030,10000
52115-K030,icd9-icd10,52115,K030,10000
52120-K031,icd9-icd10,52120,K031,10000
52121-K031,icd9-icd10,52121,K031,10000
52122-K031,icd9-icd10,52122,K031,10000
52123-K031,icd9-icd10,52123,K031,10000
52124-K031,icd9-icd10,52124,K031,10000
52125-K031,icd9-icd10,52125,K031,10000
52130-K032,icd9-icd10,52130,K032,10000
52131-K032,icd9-icd10,52131,K032,10000
52132-K032,icd9-icd10,52132,K032,10000
52133-K032,icd9-icd10,52133,K032,10000
52134-K032,icd9-icd10,52134,K032,10000
52135-K032,icd9-icd10,52135,K032,10000
52140-K033,icd9-icd10,52140,K033,10000
52141-K033,icd9-icd10,52141,K033,10000
52142-K033,icd9-icd10,52142,K033,10000
52149-K033,icd9-icd10,52149,K033,10000
